task_id,candidate_id,method,product_id,audience_segment,headline,body,cta,visual_prompt,model_calls,latency_ms,axis_strategy,relevance,clarity,aesthetic,audience_fit,brand_safety,factuality_penalty,diversity,predicted_engagement,reward,axis_emotional_style,axis_appeal_type,axis_layout,axis_color_direction,axis_cta_type,axis_caption_length,axis_pain_point,axis_generated_image_path
T0017,620c8506b706,Ours_EAI_CO,P003_01,students,Stay Hydrated on a Budget,Smart Fitness Bottle Lite for daily hydration reminders & support.,Learn more,"A stylish, affordable water bottle with temperature display.",8,6568,,0.74,0.92,0.92,0.5667,1.0,0.0,0.9333,0.8052,0.8182,premium,family benefit,minimal poster,bold accent,Learn more,short,limited budget,
T0017,76d3d0e4fda8,Ours_without_diversity,P003_01,students,"Stay Hydrated, Stay Sharp",Smart Fitness Bottle Lite for daily hydration on a budget.,Learn More,"A student drinking from a sleek, high-contrast bottle in a campus setting.",8,7066,,0.61,0.92,0.8,0.5667,1.0,0.0,0.0,0.745,0.6911,premium,identity,lifestyle scene,high contrast,Learn more,short,limited budget,
T0017,e606f8ea5bdd,Ours_without_factual_penalty,P003_01,students,"Stay Hydrated, Stay Sharp","Track your hydration, set reminders, and boost daily habits with our Smart Fitness Bottle Lite.",Try Today,Elevate your daily routine with the ultimate hydration companion.,8,6516,,0.61,0.92,0.92,0.35,0.78,0.0,0.7692,0.7434,0.7125,warm,productivity,lifestyle scene,clean bright,Try today,medium,limited budget,
T0017,bb19c025ef8b,Ours_without_iterative_loop,P003_01,students,"Stay Hydrated, Stay Focused",Smart Fitness Bottle Lite for daily hydration on-the-go.,Learn More,"Clean, bright design with temperature display and hydration reminders.",4,3530,,0.74,0.92,0.77,0.35,1.0,0.0,0.8571,0.7662,0.7502,aspirational,value,product-centered,clean bright,Learn more,medium,small dorm space,
T0017,34def2f0b930,Ours_without_audience_modeling,P003_01,general_consumers,Stay Hydrated with Smart Fitness Bottle Lite,"Track your hydration, set reminders, and stay cool with temp display.",Try today,"Bold colors, sleek design, easy-to-read temp",8,6613,,0.61,0.92,0.82,0.35,1.0,0.0,0.8571,0.7534,0.7291,playful,convenience,minimal poster,bold accent,Try today,short,unclear product value,
T0018,546f5c103979,B0_Template,P003_01,young_professionals,Smart Fitness Bottle Lite for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Lite on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.5667,1.0,0.0,1.0,0.6562,0.6959,,,,,,,,
T0018,cbdca2af37a5,B1_SingleShot_API,P003_01,young_professionals,"Stay Hydrated, Stay Focused","Smart Fitness Bottle Lite tracks your hydration, shows temp, and supports daily habits.",Learn More,Compare features of our smart bottles,4,1593,,0.61,0.92,0.65,0.35,1.0,0.0,0.8413,0.686,0.6933,warm,convenience,comparison layout,high contrast,Learn more,medium,work-life balance,
T0018,f6bafeddb01f,B2_OpenSource_Only,P003_01,young_professionals,"Stay Hydrated, On-the-Go!",Smart Fitness Bottle Lite keeps you hydrated with reminders & temp display. Stainless & leak-free.,Learn More,Compare features of our smart bottles for a healthier commute.,3,1928,,0.87,0.92,0.55,0.35,1.0,0.0,0.8413,0.7316,0.7386,playful,family benefit,comparison layout,warm neutral,Learn more,medium,commuting,
T0018,d8514e1e32b2,B3_PromptEngineered_AI,P003_01,young_professionals,"Stay Hydrated, Stay Focused","Track your intake, set reminders, and stay on top of your game.",Compare options,Smart bottle with playful design for busy professionals,4,1733,,0.48,0.92,0.82,0.35,1.0,0.0,0.9048,0.7096,0.6999,playful,value,minimal poster,clean bright,Compare options,short,work-life balance,
T0018,9bded593df69,Ours_EAI_CO,P003_01,young_professionals,Stay hydrated for productivity,"Track your water intake, set reminders, and boost daily habits.",Try today,"A young professional sipping from a sleek, stainless steel bottle with temperature display.",8,6575,,0.87,0.92,0.77,0.4583,1.0,0.0,0.7692,0.843,0.7988,aspirational,productivity,product-centered,bold accent,Try today,short,work-life balance,
T0018,be29bbf27692,Ours_without_diversity,P003_01,young_professionals,"Stay Hydrated, Stay Focused","Track your hydration, set reminders, and boost daily habits.",Compare Options,Warm neutral tones with a minimalist design showcasing a busy professional sipping from the Smart Fitness Bottle Lite.,8,7139,,0.61,0.92,0.8,0.35,1.0,0.0,0.0,0.719,0.6522,aspirational,family benefit,minimal poster,warm neutral,Compare options,detailed,work-life balance,
T0018,e77bac98f713,Ours_without_factual_penalty,P003_01,young_professionals,"Stay Hydrated Anytime, Anywhere","Smart Fitness Bottle Lite keeps you hydrated with reminders, temp display, & daily habit support.",Compare now,Elevate your hydration routine with our smart bottle designed for busy professionals.,8,8307,,0.74,0.92,0.65,0.4583,1.0,0.0,0.8571,0.7328,0.7454,aspirational,family benefit,product-centered,warm neutral,Compare options,medium,work-life balance,
T0018,4450163da9c5,Ours_without_iterative_loop,P003_01,young_professionals,Stay Hydrated on the Go,"Premium smart bottle with temp display, stainless steel, and daily reminders.",Shop Now,Compare features of our premium smart fitness bottle designed for busy professionals.,4,3755,,0.87,0.92,0.77,0.35,1.0,0.0,0.5455,0.8,0.7566,premium,value,comparison layout,bold accent,Shop now,detailed,commuting,
T0018,34def2f0b930,Ours_without_audience_modeling,P003_01,general_consumers,Stay Hydrated with Smart Fitness Bottle Lite,"Track your hydration, set reminders, and stay cool with temp display.",Try today,"Bold colors, sleek design, easy-to-read temp",8,6583,,0.61,0.92,0.82,0.35,1.0,0.0,0.8571,0.7534,0.7291,playful,convenience,minimal poster,bold accent,Try today,short,unclear product value,
T0019,6d713dcfa530,B0_Template,P003_01,family_users,Smart Fitness Bottle Lite for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Lite on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.4583,1.0,0.0,1.0,0.6432,0.6764,,,,,,,,
T0019,6d4c66a951f8,B1_SingleShot_API,P003_01,family_users,Smart Fitness Bottle Lite for Family Routines,"Stay hydrated with reminders, temp display, and daily support in a stylish, leak-proof design.",Learn more,Compare features of the Smart Fitness Bottle Lite,4,2213,,0.87,0.92,0.55,0.4583,1.0,0.0,0.8009,0.7646,0.7579,playful,value,comparison layout,warm neutral,Learn more,short,family routines,
T0019,eef19d7e8644,B2_OpenSource_Only,P003_01,family_users,"Stay Hydrated, Stay Active",Smart Fitness Bottle Lite keeps you hydrated with reminders and temp display. Perfect for family health.,Compare Options,Family enjoying outdoor activities with Smart Fitness Bottle Lite,3,3106,,0.61,0.92,0.65,0.4583,0.78,0.04,0.8755,0.677,0.6499,aspirational,family benefit,product-centered,high contrast,Compare options,short,limited time,
T0019,324c2923e3a8,B3_PromptEngineered_AI,P003_01,family_users,Smart Fitness Bottle Lite,"Stay hydrated with reminders, temp display. Stainless, leak-free, supports habits.",Try today,Family enjoying outdoor activities with the Smart Fitness Bottle Lite,4,2925,,1.0,0.92,0.67,0.4583,1.0,0.0,0.7716,0.8548,0.8128,playful,value,product-centered,clean bright,Try today,short,family routines,
T0019,dad8e2dc0e6f,Ours_EAI_CO,P003_01,family_users,Stay Hydrated with Smart Fitness Bottle Lite,"Track your hydration, monitor temp, and support daily habits.",Shop Now,A family enjoying outdoor activities with the Smart Fitness Bottle Lite,8,13212,,0.61,0.92,0.92,0.4583,1.0,0.0,0.8571,0.7784,0.7644,aspirational,productivity,lifestyle scene,clean bright,Shop now,short,safety concerns,
T0019,9d288d6faeb4,Ours_without_diversity,P003_01,family_users,"Stay Hydrated, Stay Active",Smart Fitness Bottle Lite keeps you hydrated with reminders and temp display.,Compare Options,A family enjoying outdoor activities with the bottle,8,11033,,0.61,0.92,0.92,0.4583,1.0,0.0,0.0,0.7584,0.6927,aspirational,family benefit,lifestyle scene,clean bright,Compare options,detailed,safety concerns,
T0019,db7da9db511d,Ours_without_factual_penalty,P003_01,family_users,Smart Fitness Bottle Lite - Stay Hydrated Anywhere,"Perfect for families, this bottle keeps you hydrated with reminders and temp display. Stainless, leak-proof, and supports daily habits.",Learn more,Compare now - Best ever smart bottle for your family,8,12633,,1.0,0.92,0.77,0.4583,0.78,0.0,0.8571,0.8048,0.8037,aspirational,family benefit,comparison layout,bold accent,Learn more,short,safety concerns,
T0019,d11970aa9df0,Ours_without_iterative_loop,P003_01,family_users,"Stay Hydrated, Stay Happy",Smart Fitness Bottle Lite keeps your family hydrated with reminders and temp display.,Try Today,Family enjoying outdoor activities with the bottle,4,5403,,0.61,0.92,0.8,0.4583,1.0,0.0,0.8571,0.732,0.7402,warm,convenience,lifestyle scene,warm neutral,Try today,short,family routines,
T0019,34def2f0b930,Ours_without_audience_modeling,P003_01,general_consumers,Stay Hydrated with Smart Fitness Bottle Lite,"Track your hydration, set reminders, and stay cool with temp display.",Try today,"Bold colors, sleek design, easy-to-read temp",8,10753,,0.61,0.92,0.82,0.4583,1.0,0.0,0.8571,0.7664,0.7485,playful,convenience,minimal poster,bold accent,Try today,short,unclear product value,
T0020,632209ef5a40,B0_Template,P003_01,price_sensitive_consumers,Smart Fitness Bottle Lite for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Lite on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.35,1.0,0.0,1.0,0.6302,0.657,,,,,,,,
T0020,bf40f9350843,B1_SingleShot_API,P003_01,price_sensitive_consumers,Smart Fitness Bottle Lite,"Stay hydrated, track temps, and save with our budget-friendly bottle.",Learn more,"Compare features of our clean, bright Smart Fitness Bottle Lite.",4,2720,,0.35,0.92,0.77,0.4583,1.0,0.0,0.8009,0.6778,0.6709,warm,value,comparison layout,clean bright,Learn more,detailed,budget pressure,
T0020,57028688d8bc,B2_OpenSource_Only,P003_01,price_sensitive_consumers,Smart Fitness Bottle Lite,"Stay hydrated, track temps, stylish & budget-friendly.",Compare options,"Compare sleek, affordable bottles with features like hydration reminders.",3,2533,,0.48,0.78,0.77,0.4583,1.0,0.0,0.7716,0.6608,0.6694,warm,convenience,comparison layout,clean bright,Compare options,short,budget pressure,
T0020,99b9b780a1e5,B3_PromptEngineered_AI,P003_01,price_sensitive_consumers,Smart Fitness Bottle Lite,"Stay hydrated, track temps, and boost habits without breaking the bank.",Compare options,Lifestyle scene with high contrast colors showing different bottle options,4,2779,,0.48,0.92,0.7,0.35,1.0,0.0,0.8755,0.6832,0.6765,practical,productivity,lifestyle scene,high contrast,Compare options,medium,budget pressure,
T0020,148cabb3a24c,Ours_EAI_CO,P003_01,price_sensitive_consumers,"Stay Hydrated, Save Money","Smart Fitness Bottle Lite tracks your hydration, reminds you to drink, and supports daily habits.",Compare Options,View different bottle features side by side for easy comparison.,8,11469,,0.61,0.92,0.82,0.4583,1.0,0.0,0.8571,0.7364,0.7437,playful,convenience,minimal poster,bold accent,Compare options,detailed,comparison shopping,
T0020,c63023ec6653,Ours_without_diversity,P003_01,price_sensitive_consumers,Stay hydrated on a budget with Smart Fitness Bottle Lite,"Track your hydration, set reminders, and stay cool with this stylish bottle.",Try today,"A sleek, stainless steel bottle with a temperature display and hydration reminder feature.",8,11534,,0.74,0.92,0.67,0.4583,1.0,0.0,0.0,0.7872,0.6883,practical,productivity,product-centered,clean bright,Try today,medium,budget pressure,
T0020,275580d56323,Ours_without_factual_penalty,P003_01,price_sensitive_consumers,Smart Fitness Bottle Lite - Stay Hydrated Anytime,"Track your hydration, check temp, and stay on track with ease. Perfect for busy lifestyles.",Shop Now,Elegant stainless steel bottle with sleek design and advanced features for your daily routine.,8,12396,,0.74,0.92,0.77,0.35,0.78,0.0,0.8571,0.7242,0.7214,premium,convenience,product-centered,clean bright,Shop now,detailed,budget pressure,
T0020,6b69d77d0ad8,Ours_without_iterative_loop,P003_01,price_sensitive_consumers,Smart Fitness Bottle Lite for Budget-Conscious Health Lovers,"Stay hydrated, track temps, and support daily habits with this practical, family-friendly bottle.",Learn More,"Clean, bright design fitness bottle with hydration reminder and temp display",4,5611,,0.74,0.92,0.67,0.4583,1.0,0.0,0.6667,0.7372,0.7336,practical,family benefit,product-centered,clean bright,Learn more,detailed,budget pressure,
T0020,34def2f0b930,Ours_without_audience_modeling,P003_01,general_consumers,Stay Hydrated with Smart Fitness Bottle Lite,"Track your hydration, set reminders, and stay cool with temp display.",Try today,"Bold colors, sleek design, easy-to-read temp",8,11075,,0.61,0.92,0.82,0.35,1.0,0.0,0.8571,0.7534,0.7291,playful,convenience,minimal poster,bold accent,Try today,short,unclear product value,
T0021,7f6227ea73de,B0_Template,P003_02,students,Smart Fitness Bottle Plus for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Plus on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.35,1.0,0.0,1.0,0.6302,0.657,,,,,,,,
T0021,e74d2a9f513f,B1_SingleShot_API,P003_02,students,Smart Fitness Bottle Plus for Students,"Stay hydrated, stylish, and on-the-go with our smart bottle!",Learn more,"Boldly designed, temperature-displaying, easy-to-carry smart fitness bottle",4,3013,,0.61,0.92,0.67,0.35,1.0,0.0,0.8462,0.7104,0.7004,playful,value,product-centered,bold accent,Learn more,detailed,limited budget,
T0021,ed91ea787e2b,B2_OpenSource_Only,P003_02,students,Smart Fitness Bottle Plus,"Stay hydrated, stylishly! Compact, durable, and fun.",Shop now,"Compact, stylish bottle with temperature display",3,2555,,0.48,0.78,0.55,0.35,1.0,0.0,0.9009,0.6294,0.6266,playful,family benefit,product-centered,high contrast,Shop now,medium,small dorm space,
T0021,bfb5366b5674,B3_PromptEngineered_AI,P003_02,students,Stay Hydrated Anytime,"Perfect for busy students, track your hydration with ease.",Compare now,A student drinking from a smart fitness bottle while studying,4,2814,,0.48,0.92,0.82,0.5667,0.78,0.04,0.9009,0.6936,0.6697,practical,identity,lifestyle scene,bold accent,Compare options,detailed,busy schedule,
T0021,c0128f94ff2d,Ours_EAI_CO,P003_02,students,Stay Hydrated on a Budget,"Smart Fitness Bottle Plus keeps you hydrated with reminders, temp display, and leak-proof design.",Learn More,Compare features of the Smart Fitness Bottle Plus for practical value.,8,10501,,0.74,0.92,0.55,0.5667,1.0,0.0,0.7692,0.7438,0.7434,practical,value,comparison layout,high contrast,Learn more,detailed,limited budget,
T0021,1f3f72c9b192,Ours_without_diversity,P003_02,students,"Stay Hydrated, Stay Focused",Smart Fitness Bottle Plus keeps you on track with reminders and temp display.,Try Today,"A student sipping from a sleek, stainless steel bottle with a hydration reminder app on their phone.",8,11307,,0.74,0.92,0.82,0.35,1.0,0.0,0.0,0.7572,0.6872,playful,identity,minimal poster,bold accent,Try today,detailed,busy schedule,
T0021,ddf2e6699eb0,Ours_without_factual_penalty,P003_02,students,Stay Hydrated Anywhere with Smart Fitness Bottle Plus,"Perfect for students, this bottle offers reminders, temp display, & easy carry. Stainless steel, leak-proof, & budget-friendly.",Try Today,"A student drinking from a sleek, stainless steel bottle with a hydration reminder app on their phone",8,11693,,1.0,0.92,0.77,0.5667,0.78,0.0,0.7692,0.8178,0.8161,aspirational,convenience,product-centered,bold accent,Try today,detailed,limited budget,
T0021,a41bbd5b668f,Ours_without_iterative_loop,P003_02,students,Smart Fitness Bottle Plus for Students,"Stay hydrated, stylish, and on-the-go with our premium bottle.",Compare options,"Compare sleek, clean bottles with different features",4,5153,,0.35,0.92,0.77,0.35,1.0,0.0,0.9333,0.6448,0.6588,premium,identity,comparison layout,clean bright,Compare options,medium,limited budget,
T0021,0c183d0b109d,Ours_without_audience_modeling,P003_02,general_consumers,Stay Hydrated with Smart Fitness Bottle Plus,"Track your hydration, check temp, and stay stylish on-the-go.",Learn more,"A sleek, stainless steel bottle with a temperature display and easy carry loop.",8,11465,,0.87,0.92,0.67,0.35,1.0,0.0,0.7692,0.758,0.7538,practical,convenience,product-centered,bold accent,Learn more,medium,unclear product value,
T0022,4cbe71c98638,B0_Template,P003_02,young_professionals,Smart Fitness Bottle Plus for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Plus on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.5667,1.0,0.0,1.0,0.6562,0.6959,,,,,,,,
T0022,e3daeb4855bb,B1_SingleShot_API,P003_02,young_professionals,"Stay Hydrated, Stay Focused","Smart Fitness Bottle Plus tracks your hydration, keeps you cool, and fits perfectly in your busy life.",Learn More,"A young professional sipping from a sleek, stainless steel bottle with a playful design.",4,3290,,0.61,0.92,0.82,0.4583,0.78,0.0,0.9302,0.7144,0.7241,playful,family benefit,minimal poster,bold accent,Learn more,detailed,time pressure,
T0022,07fddae07a00,B2_OpenSource_Only,P003_02,young_professionals,"Stay Hydrated, Stay Focused","Smart Fitness Bottle Plus keeps you hydrated with reminders, easy to carry, stylish and durable.",Try Today,"A young professional sipping water in a busy office, bottle prominently displayed",3,3263,,0.74,0.92,0.8,0.35,1.0,0.0,0.9302,0.7728,0.7613,warm,value,lifestyle scene,high contrast,Try today,medium,time pressure,
T0022,e555f4cb1179,B3_PromptEngineered_AI,P003_02,young_professionals,Smart Fitness Bottle Plus,"Stay hydrated, track temps, and stay stylish with our smart bottle.",Shop now,"Warm neutral tones, sleek design for busy professionals",4,2668,,0.35,0.92,0.55,0.35,1.0,0.0,0.9556,0.6464,0.6301,practical,productivity,comparison layout,warm neutral,Shop now,short,work-life balance,
T0022,3e3a0523e857,Ours_EAI_CO,P003_02,young_professionals,"Stay Hydrated, Stay Sharp","Premium smart bottle with temp display, stainless steel, leak-proof, easy to carry.",Learn More,"A sleek, high-contrast smart fitness bottle on a desk next to a laptop, reflecting a young professional balancing work and wellness.",8,12063,,0.87,0.92,0.65,0.4583,1.0,0.0,0.7692,0.7666,0.7697,premium,identity,product-centered,high contrast,Learn more,detailed,work-life balance,
T0022,8752255b0a7a,Ours_without_diversity,P003_02,young_professionals,"Stay Hydrated, Stay Focused","Premium smart bottle with reminders, temp display, & easy carry.",Shop Now,"Clean bright design, sleek stainless steel, easy to carry",8,10626,,0.87,0.92,0.92,0.35,1.0,0.0,0.0,0.833,0.7393,premium,value,minimal poster,clean bright,Shop now,medium,work-life balance,
T0022,ebf2c0742efe,Ours_without_factual_penalty,P003_02,young_professionals,Stay Hydrated Anywhere with Smart Fitness Bottle Plus,"The ultimate hydration companion for busy professionals. Stainless steel, temperature display, and leak-proof design.",Try Today,"A young professional sipping from a sleek, stainless steel bottle in a busy office setting",8,12163,,0.87,0.92,0.7,0.35,0.78,0.0,0.8571,0.7426,0.7406,practical,family benefit,lifestyle scene,warm neutral,Try today,detailed,work-life balance,
T0022,e850a1d99793,Ours_without_iterative_loop,P003_02,young_professionals,"Stay Hydrated, On Time","Smart Fitness Bottle Plus keeps you hydrated with reminders, easy to carry, stylish & leak-free.",Try Today,"Young professional sipping water in a busy office, bottle on desk",4,6155,,0.74,0.92,0.82,0.4583,1.0,0.0,0.7692,0.7702,0.7681,playful,convenience,lifestyle scene,bold accent,Try today,short,time pressure,
T0022,0c183d0b109d,Ours_without_audience_modeling,P003_02,general_consumers,Stay Hydrated with Smart Fitness Bottle Plus,"Track your hydration, check temp, and stay stylish on-the-go.",Learn more,"A sleek, stainless steel bottle with a temperature display and easy carry loop.",8,11425,,0.87,0.92,0.67,0.35,1.0,0.0,0.7692,0.758,0.7538,practical,convenience,product-centered,bold accent,Learn more,medium,unclear product value,
T0023,7d545373afdc,B0_Template,P003_02,family_users,Smart Fitness Bottle Plus for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Plus on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.4583,1.0,0.0,1.0,0.6432,0.6764,,,,,,,,
T0023,18bfc57775e7,B1_SingleShot_API,P003_02,family_users,"Stay Hydrated, Stay Safe","Premium smart bottle with reminders, temp display, and leak-proof design.",Shop Now,Compare features of the Smart Fitness Bottle Plus,4,2559,,0.74,0.92,0.65,0.35,1.0,0.0,0.8755,0.7398,0.7306,premium,productivity,comparison layout,warm neutral,Shop now,short,safety concerns,
T0023,609330fa17c7,B2_OpenSource_Only,P003_02,family_users,"Stay Hydrated, Stay Active","Smart Fitness Bottle Plus keeps you hydrated with reminders, shows temp, and stays leak-free for easy carrying.",Try Today,A family enjoying outdoor activities with the Smart Fitness Bottle Plus,3,3230,,0.74,0.92,0.77,0.5667,1.0,0.0,0.8462,0.7922,0.7881,warm,productivity,product-centered,clean bright,Try today,detailed,safety concerns,
T0023,6e3e95371c91,B3_PromptEngineered_AI,P003_02,family_users,Smart Fitness Bottle Plus,"Stay hydrated with reminders, easy to carry, stylish design.",Try today,A family enjoying outdoor activities with the Smart Fitness Bottle Plus,4,2653,,0.61,0.92,0.92,0.5667,1.0,0.0,0.8755,0.8014,0.7869,premium,convenience,lifestyle scene,clean bright,Try today,medium,family routines,
T0023,eb4d7031b559,Ours_EAI_CO,P003_02,family_users,Stay Hydrated with Smart Fitness Bottle Plus,"Family-friendly bottle with reminders, temp display, and easy carry.",Shop Now,"Compare features of the Smart Fitness Bottle Plus in a bold, playful design.",8,10890,,0.74,0.92,0.67,0.5667,1.0,0.0,0.8571,0.7502,0.7683,playful,family benefit,comparison layout,bold accent,Shop now,detailed,limited time,
T0023,1e277360bed6,Ours_without_diversity,P003_02,family_users,Stay Hydrated Anytime,"Smart bottle with reminders, temp display, durable & easy to carry.",Try Today,Family enjoying outdoor activities with the Smart Fitness Bottle Plus,8,11361,,0.74,0.92,0.8,0.675,1.0,0.0,0.0,0.8118,0.7451,warm,value,lifestyle scene,high contrast,Try today,short,limited time,
T0023,003943ffcac4,Ours_without_factual_penalty,P003_02,family_users,Smart Fitness Bottle Plus,"Stay hydrated with reminders, temp display. Stainless, leak-free, easy to carry.",Compare now,Family enjoying outdoor activities with the Smart Fitness Bottle Plus,8,10929,,1.0,0.92,0.65,0.5667,1.0,0.0,0.7692,0.8134,0.8205,aspirational,family benefit,product-centered,warm neutral,Compare options,short,safety concerns,
T0023,03f671b3b821,Ours_without_iterative_loop,P003_02,family_users,"Stay Hydrated, Stay Happy",Smart Fitness Bottle Plus keeps your family hydrated with reminders and easy carry.,Learn More,Compare features of our smart bottle designed for family routines.,4,5299,,0.61,0.92,0.77,0.5667,1.0,0.0,0.8571,0.7584,0.7576,warm,value,comparison layout,bold accent,Learn more,detailed,family routines,
T0023,0c183d0b109d,Ours_without_audience_modeling,P003_02,general_consumers,Stay Hydrated with Smart Fitness Bottle Plus,"Track your hydration, check temp, and stay stylish on-the-go.",Learn more,"A sleek, stainless steel bottle with a temperature display and easy carry loop.",8,11407,,0.87,0.92,0.67,0.4583,1.0,0.0,0.7692,0.771,0.7732,practical,convenience,product-centered,bold accent,Learn more,medium,unclear product value,
T0024,e73ac0769718,B0_Template,P003_02,price_sensitive_consumers,Smart Fitness Bottle Plus for everyday use,Discover a lifestyle option with hydration reminder.,Learn more,Clean product photo of Smart Fitness Bottle Plus on a simple background,0,1,fixed_template,0.48,0.92,0.55,0.35,1.0,0.0,1.0,0.6302,0.657,,,,,,,,
T0024,68fead524687,B1_SingleShot_API,P003_02,price_sensitive_consumers,Smart Fitness Bottle Plus,"Stay hydrated, track temps, stylish & durable.",Learn more,Compare features with other bottles,4,2102,,0.35,0.78,0.8,0.35,1.0,0.0,0.9009,0.6406,0.6374,premium,value,lifestyle scene,warm neutral,Learn more,medium,comparison shopping,
T0024,b922fad0fb75,B2_OpenSource_Only,P003_02,price_sensitive_consumers,Smart Fitness Bottle Plus,"Stay hydrated, track temps, and save with our durable bottle.",Try today,"Compare features of our bold, budget-friendly Smart Fitness Bottle Plus.",3,2822,,0.35,0.92,0.67,0.4583,1.0,0.0,0.8263,0.6858,0.6602,practical,productivity,comparison layout,bold accent,Try today,detailed,budget pressure,
T0024,f96b6079818f,B3_PromptEngineered_AI,P003_02,price_sensitive_consumers,Stay Hydrated on a Budget,"Smart Fitness Bottle Plus keeps you hydrated with reminders and temp display. Stainless, leak-free, easy to carry.",Try Today,"A stylish, bold-colored bottle in a casual outdoor setting",4,3306,,1.0,0.92,0.82,0.4583,1.0,0.0,0.7716,0.8578,0.8343,playful,value,lifestyle scene,bold accent,Try today,detailed,budget pressure,
T0024,ab32a56f12fe,Ours_EAI_CO,P003_02,price_sensitive_consumers,Smart Fitness Bottle Plus,"Stay hydrated, on budget. Temperature display, stainless steel, leak-proof.",Try today,"Minimal poster with high contrast colors, playful style.",8,11883,,0.74,0.92,0.7,0.4583,1.0,0.0,0.5455,0.7938,0.7372,playful,value,minimal poster,high contrast,Try today,medium,budget pressure,
T0024,dee58695f65e,Ours_without_diversity,P003_02,price_sensitive_consumers,Stay hydrated on a budget with Smart Fitness Bottle Plus,"Affordable smart bottle tracks your hydration, shows temp, and keeps you stylishly hydrated.",Shop now,A family enjoying outdoor activities with the Smart Fitness Bottle Plus in hand,8,10407,,0.48,0.92,0.92,0.4583,1.0,0.0,0.0,0.7546,0.6661,aspirational,family benefit,lifestyle scene,bold accent,Shop now,detailed,budget pressure,
T0024,e271d859b704,Ours_without_factual_penalty,P003_02,price_sensitive_consumers,Smart Fitness Bottle Plus,"Hydration made easy. Stainless steel, temp display, leak-proof.",Shop now,Compare features with other bottles for ultimate hydration.,8,12433,,1.0,0.92,0.7,0.35,0.78,0.0,0.8571,0.8264,0.78,practical,value,minimal poster,warm neutral,Shop now,medium,comparison shopping,
T0024,92d0a13a0cfd,Ours_without_iterative_loop,P003_02,price_sensitive_consumers,Smart Fitness Bottle Plus,"Stay hydrated, track temps, stylish & portable.",Compare options,"Clean, bright design with hydration stats.",4,5077,,0.48,0.78,0.92,0.35,1.0,0.0,0.5455,0.7008,0.6614,premium,productivity,minimal poster,clean bright,Compare options,short,comparison shopping,
T0024,0c183d0b109d,Ours_without_audience_modeling,P003_02,general_consumers,Stay Hydrated with Smart Fitness Bottle Plus,"Track your hydration, check temp, and stay stylish on-the-go.",Learn more,"A sleek, stainless steel bottle with a temperature display and easy carry loop.",8,11357,,0.87,0.92,0.67,0.35,1.0,0.0,0.7692,0.758,0.7538,practical,convenience,product-centered,bold accent,Learn more,medium,unclear product value,
T0025,b658cd2aa650,B0_Template,P004_01,students,Noise-Cancelling Earbuds Lite for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0025,f3ab4b238bbe,B1_SingleShot_API,P004_01,students,Noise-Cancelling Earbuds Lite,"Long battery, clear calls, low-latency. Perfect for students on a budget.",Compare options,"Explore our range of Noise-Cancelling Earbuds Lite in bold colors, designed for students who value style and sound.",4,3675,,0.87,0.92,0.67,0.5667,0.78,0.04,0.9048,0.762,0.738,playful,identity,product-centered,bold accent,Compare options,detailed,limited budget,
T0025,0e1381e59d9a,B2_OpenSource_Only,P004_01,students,Noise-Cancelling Earbuds Lite,"Long battery, clear calls, low-latency. Perfect for students.",Try today,"Comfortable, sleek earbuds in warm neutral tones",3,2931,,0.87,0.92,0.8,0.35,0.78,0.04,0.8755,0.7946,0.7244,premium,convenience,minimal poster,warm neutral,Try today,short,limited budget,
T0025,d2836748ed5b,B3_PromptEngineered_AI,P004_01,students,Noise-Cancelling Earbuds Lite for Busy Students,"Stay focused with long battery life, clear calls, and active noise cancellation.",Try today,Students studying in a quiet library with earbuds on,4,3179,,0.74,0.92,0.55,0.5667,1.0,0.0,0.8755,0.7738,0.7567,practical,productivity,comparison layout,warm neutral,Try today,detailed,busy schedule,
T0025,cbbc791a4449,Ours_EAI_CO,P004_01,students,"Noise-Free Studying, Budget-Friendly",Stay focused with clear calls & noise cancellation. Lightweight & long-lasting.,Try today,"Students wearing Noise-Cancelling Earbuds Lite in a clean, bright setting",8,12160,,0.87,0.92,0.67,0.675,1.0,0.0,0.7692,0.827,0.8169,playful,identity,product-centered,clean bright,Try today,medium,limited budget,
